doc_id,stage,year,title,source,classification,confidence,reasoning,method_tags,ai_methods,chip_tasks,hw_artifacts,ai_workloads
2-s2.0-84973902434,design,2016,On-die learning-based self-calibration of analog/RF ICs,Proceedings of the IEEE VLSI Test Symposium,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:learning-based,analog_circuit_design:rf ic; calibration:calibration,,
2-s2.0-84976500965,fabrication,2016,A SVM surrogate model-based method for parametric yield optimization,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic; classical_ml,bayesian_probabilistic:surrogate model; classical_ml:svm,yield_prediction:yield optimization,,
2-s2.0-84977126035,design,2016,Correlated Bayesian Model Fusion: Efficient performance modeling of large-scale tunable analog/RF integrated circuits,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,calibration:performance modeling,,
2-s2.0-84978909882,design,2016,Sensitivity aware NSGA-II based Pareto front generation for the optimal sizing of analog circuits,Integration the VLSI Journal,ai_for_chips,high,AI method applied to chip design task,evolutionary_optimization,evolutionary_optimization:nsga,design_space_exploration:pareto; analog_circuit_design:analog circuit,,
2-s2.0-84979497648,design,2016,Bayesian model fusion: Large-scale performance modeling of analog and mixed-signal circuits by reusing early-stage data,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,analog_circuit_design:mixed-signal circuit; calibration:performance modeling,,
2-s2.0-84984879000,fabrication,2016,IC substrate package yield prediction model and layer level risk assessment by design analysis,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:prediction model,yield_prediction:yield prediction,,
2-s2.0-84992379147,design,2016,Two-stage fuzzy inference system for symbolic simplification of analog circuits,Integration the VLSI Journal,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:symbolic,analog_circuit_design:analog circuit,,
2-s2.0-84992596252,in_field,2016,Development of a lifetime prediction model for lithium thionyl chloride batteries based on an accelerated degradation test,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:prediction model,reliability_analysis:degradation,,
2-s2.0-84996878214,design,2016,Learning-based prediction of embedded memory timing failures during initial floorplan design,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:learning-based,placement:floorplan,,
2-s2.0-84996956298,fabrication,2016,Laplacian eigenmaps and Bayesian clustering based layout pattern sampling and its applications to hotspot detection and OPC,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic; classical_ml,bayesian_probabilistic:bayesian; classical_ml:clustering,lithography_optimization:opc; hotspot_detection:hotspot detection,,
2-s2.0-85010190419,in_field,2016,Rejuvenation of nbti-impacted processors using evolutionary generation of assembler programs,Proceedings of the Asian Test Symposium,ai_for_chips,high,AI method applied to chip design task,evolutionary_optimization,evolutionary_optimization:evolutionary,reliability_analysis:nbti,,
2-s2.0-85010192978,transit,2016,Efficient Attack on Non-linear Current Mirror PUF with Genetic Algorithm,Proceedings of the Asian Test Symposium,ai_for_chips,high,AI method applied to chip design task,evolutionary_optimization,evolutionary_optimization:genetic algorithm,security_analysis:puf,,
2-s2.0-85067808991,design,2016,Efficient Performance Modeling via Dual-Prior Bayesian Model Fusion for Analog and Mixed-Signal Circuits,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,analog_circuit_design:mixed-signal circuit; calibration:performance modeling,,
2-s2.0-84981744800,in_field,2017,Postsilicon Trace Signal Selection Using Machine Learning Techniques,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,verification:postsilicon,,
2-s2.0-85012931307,fabrication,2017,Machine learning-guided etch proximity correction,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,classical_ml; general_ml_signals,classical_ml:machine learning; general_ml_signals:learning-guided,lithography_optimization:etch proximity,,
2-s2.0-85020172789,design,2017,Knob non-idealities in learning-based post-production tuning of analog/RF ICs: Impact & remedies,Proceedings of the IEEE VLSI Test Symposium,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:learning-based,analog_circuit_design:rf ic,,
2-s2.0-85020206846,design,2017,Efficient yield optimization method using a variable K-Means algorithm for analog IC sizing,Proceedings of the 2017 Design Automation and Test in Europe Date 2017,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:k-means,analog_circuit_design:ic sizing; yield_prediction:yield optimization,,
2-s2.0-85020208909,in_field,2017,Flip-flop clustering based trace signal selection for post-silicon debug,Proceedings of the IEEE VLSI Test Symposium,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:clustering,verification:post-silicon,,
2-s2.0-85023615004,in_field,2017,LSTA: Learning-Based Static Timing Analysis for High-Dimensional Correlated On-Chip Variations,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:learning-based,timing_analysis:timing analysis,,
2-s2.0-85023616954,design,2017,Efficient Bayesian Yield Optimization Approach for Analog and SRAM Circuits,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,yield_prediction:yield optimization,,
2-s2.0-85029165793,in_field,2017,Reliability Characteristics and Mechanisms of HRL's T3 GaN Technology,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,generative_adversarial,generative_adversarial:gan,reliability_analysis:reliability,,
2-s2.0-85039054887,design,2017,Soft error rate estimation with TCAD and machine learning,International Conference on Simulation of Semiconductor Processes and Devices SISPAD,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,reliability_analysis:soft error,,
2-s2.0-85043502099,fabrication,2017,Online and incremental machine learning approaches for IC yield improvement,IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,yield_prediction:yield improvement,,
2-s2.0-85029185926,fabrication,2018,Litho-Aware Machine Learning for Hotspot Detection,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,hotspot_detection:hotspot detection,,
2-s2.0-85030781348,design,2018,A fast symbolic SNR computation method and its Verilog-A implementation for Sigma-Delta modulator design optimization,Integration the VLSI Journal,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:symbolic,logic_synthesis:verilog; design_space_exploration:design optimization,,
2-s2.0-85031819066,design,2018,Efficient analog circuits for boolean satisfiability,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:satisfiability,analog_circuit_design:analog circuit,,
2-s2.0-85037660584,design,2018,Efficient Yield Optimization for Analog and SRAM Circuits via Gaussian Process Regression and Adaptive Yield Estimation,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:gaussian process,yield_prediction:yield estimation,,
2-s2.0-85042485719,design,2018,Accelerated and Reliable Analog Circuits Yield Analysis Using SMT Solving Techniques,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:smt,analog_circuit_design:analog circuit; yield_prediction:yield analysis,,
2-s2.0-85045206531,fabrication,2018,Scan chain diagnosis based on unsupervised machine learning,Proceedings of the Asian Test Symposium,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,fault_diagnosis:diagnosis,,
2-s2.0-85045301405,design,2018,Machine learning based generic violation waiver system with application on electromigration sign-off,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,reliability_analysis:electromigration,,
2-s2.0-85045314816,transit,2018,A machine learning attack resistant multi-PUF design on FPGA,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,security_analysis:puf,,
2-s2.0-85045320632,design,2018,Machine learning and systems for building the next generation of EDA tools,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,logic_synthesis:eda,,
2-s2.0-85046739514,in_field,2018,A generalized degradation model based on Gaussian process,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:gaussian process,reliability_analysis:degradation,,
2-s2.0-85048360658,fabrication,2018,Special session on machine learning for test and diagnosis,Proceedings of the IEEE VLSI Test Symposium,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,fault_diagnosis:diagnosis,,
2-s2.0-85048469457,design,2018,Electromigration-and Parasitic-Aware ILP-Based Analog Router,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:ilp,reliability_analysis:electromigration,,
2-s2.0-85048842962,design,2018,Enhanced analog and RF IC sizing methodology using PCA and NSGA-II optimization kernel,Proceedings of the 2018 Design Automation and Test in Europe Conference and Exhibition Date 2018,ai_for_chips,high,AI method applied to chip design task,evolutionary_optimization,evolutionary_optimization:nsga,analog_circuit_design:ic sizing,,
2-s2.0-85048857544,fabrication,2018,Deep learning based automatic defect classification in through-silicon Via process: FA: Factory automation,2018 29th Annual Semi Advanced Semiconductor Manufacturing Conference Asmc 2018,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep learning,defect_detection:defect classification,,
2-s2.0-85048858508,fabrication,2018,Application of scatterometry-based machine learning to control multiple electron beam lithography: AM: Advanced metrology,2018 29th Annual Semi Advanced Semiconductor Manufacturing Conference Asmc 2018,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,lithography_optimization:lithography; process_optimization:metrology,,
2-s2.0-85048881987,fabrication,2018,Review-SEM image analysis with K-means algorithm: AM: Advanced metrology/DI: Defect inspection,2018 29th Annual Semi Advanced Semiconductor Manufacturing Conference Asmc 2018,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:k-means,defect_detection:defect inspection; process_optimization:metrology,,
2-s2.0-85050520003,fabrication,2018,Automated detection of counterfeit ICs using machine learning,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,security_analysis:counterfeit,,
2-s2.0-85051065602,packaging,2018,Hybridizing Nature-Inspired Algorithms to Derive Accurate Surrogate Thermal Model: Genetic and Particle Swarm Optimization,Proceedings of the 17th Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm 2018,ai_for_chips,high,AI method applied to chip design task,evolutionary_optimization,evolutionary_optimization:particle swarm,thermal_management:thermal model,,
2-s2.0-85051075510,packaging,2018,Data Driven Prediction Model (DDPM) for Server Inlet Temperature Prediction in Raised-floor Data Centers,Proceedings of the 17th Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm 2018,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:prediction model,thermal_management:temperature prediction,,
2-s2.0-85053659171,fabrication,2018,An efficient bayesian yield estimation method for high dimensional and high sigma SRAM circuits,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,yield_prediction:yield estimation,,
2-s2.0-85053687112,design,2018,HFMV: Hybridizing formal methods and machine learning for verification of analog and mixed-signal circuits,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,analog_circuit_design:mixed-signal circuit; verification:verification,,
2-s2.0-85053705786,design,2018,Calibrating process variation at system level with in-situ low-precision transfer learning for analog neural network processors,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,deep_learning; transfer_learning,deep_learning:neural network; transfer_learning:transfer learning,process_optimization:process variation,,
2-s2.0-85053708702,design,2018,"Multi-objective bayesian optimization for analog/RF circuit synthesis yangfan@fudan.edu.cn, xzeng@fudan.edu.cn",Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,analog_circuit_design:circuit synthesis,,
2-s2.0-85054870436,fabrication,2018,Gaussian process regression approach for robust design and yield enhancement of self-assembled nanostructures,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:gaussian process,yield_prediction:yield enhancement,,
2-s2.0-85057288504,design,2018,Batch Bayesian optimization via multi-objective acquisition ensemble for automated analog circuit design,35th International Conference on Machine Learning Icml 2018,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,analog_circuit_design:analog circuit,,
2-s2.0-85058161673,design,2018,Machine learning for design space exploration and optimization of manycore systems,IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,design_space_exploration:design space exploration,,
2-s2.0-85058191295,design,2018,RouteNet: Routability prediction for mixed-size designs using convolutional neural network,IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,routing:routability,,
2-s2.0-85061832398,fabrication,2018,STT-MRAM Design Technology Co-optimization for Hardware Neural Networks,Technical Digest International Electron Devices Meeting Iedm,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,design_space_exploration:co-optimization,,
2-s2.0-85062397592,transit,2018,Scalable Hardware Trojan Activation by Interleaving Concrete Simulation and Symbolic Execution,Proceedings International Test Conference,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:symbolic,security_analysis:hardware trojan,,
2-s2.0-85062399026,fabrication,2018,Improving Diagnosis Efficiency via Machine Learning,Proceedings International Test Conference,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,fault_diagnosis:diagnosis,,
2-s2.0-85062400343,fabrication,2018,Machine Learning for Yield Learning and Optimization,Proceedings International Test Conference,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,yield_prediction:yield learning,,
2-s2.0-85062430197,design,2018,On the use of Bayesian Networks for Resource-Efficient Self-Calibration of Analog/RF ICs,Proceedings International Test Conference,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,analog_circuit_design:rf ic; calibration:calibration,,
2-s2.0-85045224294,fabrication,2019,Neural network classifier-based OPC with imbalanced training data,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,lithography_optimization:opc,,
2-s2.0-85046773941,fabrication,2019,Post-Silicon Receiver Equalization Metamodeling by Artificial Neural Networks,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,verification:post-silicon; calibration:equalization,,
2-s2.0-85048559039,design,2019,Verifying SystemC Using Intermediate Verification Language and Stateful Symbolic Simulation,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:symbolic,verification:verification,,
2-s2.0-85051368811,fabrication,2019,Defect Clustering-Aware Spare-TSV Allocation in 3-D ICs for Yield Enhancement,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:clustering,yield_prediction:yield enhancement,,
2-s2.0-85055701490,design,2019,Bug prediction of systemC models using machine learning,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,verification:bug prediction,,
2-s2.0-85055711331,design,2019,Cross-Layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,design_space_exploration:pareto,,
2-s2.0-85061116995,in_field,2019,A 0.16pJ/bit recurrent neural network based PUF for enhanced machine learning atack resistance,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,classical_ml; deep_learning,deep_learning:neural network; classical_ml:machine learning,security_analysis:puf,,
2-s2.0-85061129309,design,2019,Tackling signal electromigration with learning-based detection and multistage mitigation,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:learning-based,reliability_analysis:electromigration,,
2-s2.0-85061134727,fabrication,2019,Deep learning-based framework for comprehensive mask optimization,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,deep_learning; general_ml_signals,deep_learning:deep learning; general_ml_signals:learning-based,lithography_optimization:mask optimization,,
2-s2.0-85061135272,design,2019,Finding placement-relevant clusters with fast modularity-based clustering,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:clustering,placement:placement,,
2-s2.0-85061143144,fabrication,2019,A Fast Machine Learning-based Mask Printability Predictor for OPC Acceleration,Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC,ai_for_chips,high,AI method applied to chip design task,classical_ml; general_ml_signals,classical_ml:machine learning; general_ml_signals:learning-based,lithography_optimization:opc,,
2-s2.0-85066604604,design,2019,Routability-Driven Macro Placement with Embedded CNN-Based Prediction Model,Proceedings of the 2019 Design Automation and Test in Europe Conference and Exhibition Date 2019,ai_for_chips,high,AI method applied to chip design task,deep_learning; general_ml_signals,deep_learning:cnn; general_ml_signals:prediction model,placement:placement; routing:routability,,
2-s2.0-85066625484,design,2019,Machine Learning Based Routing Congestion Prediction in FPGA High-Level Synthesis,Proceedings of the 2019 Design Automation and Test in Europe Conference and Exhibition Date 2019,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,routing:routing; logic_synthesis:high-level synthesis,,
2-s2.0-85066628983,in_field,2019,Predictive Modeling and Design Automation of Inorganic Printed Electronics,Proceedings of the 2019 Design Automation and Test in Europe Conference and Exhibition Date 2019,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:predictive model,logic_synthesis:design automation,,
2-s2.0-85066744372,in_field,2019,Applying Machine Learning to Design for Reliability Coverage,IEEE International Reliability Physics Symposium Proceedings,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,reliability_analysis:reliability,,
2-s2.0-85067793777,design,2019,An efficient multi-fidelity Bayesian optimization approach for analog circuit synthesis,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,analog_circuit_design:analog circuit,,
2-s2.0-85067793922,design,2019,Late breaking results: Analog circuit generator based on deep neural network enhanced combinatorial optimization,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep neural,analog_circuit_design:analog circuit,,
2-s2.0-85067805302,design,2019,Accelerating FPGA prototyping through predictive model-based HLS design space exploration,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:predictive model,logic_synthesis:hls; design_space_exploration:design space exploration,,
2-s2.0-85067813009,in_field,2019,DRIS-3: Deep neural network reliability improvement scheme in 3D die-stacked memory based on fault analysis,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep neural,reliability_analysis:reliability,,
2-s2.0-85067813338,fabrication,2019,GAN-SRAF: Sub-resolution assist feature generation using conditional generative adversarial networks,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,generative_adversarial,generative_adversarial:gan,lithography_optimization:assist feature,,
2-s2.0-85067827292,design,2019,ChipSecure: A reconfigurable analog eFlash-based PUF with machine learning attack resiliency in 55nm CMOS,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,security_analysis:puf,,
2-s2.0-85067832464,design,2019,Enabling high-dimensional Bayesian optimization for efficient failure detection of analog and mixed-signal circuits,Proceedings Design Automation Conference,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,analog_circuit_design:mixed-signal circuit,,
2-s2.0-85069189332,in_field,2019,IP Session on Machine Learning Applications in IC Test-Related Tasks,Proceedings of the IEEE VLSI Test Symposium,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,verification:ic test,,
2-s2.0-85070299471,in_field,2019,Application-Induced Cell Reliability Variability-Aware Approximate Computing in TaOx-based ReRAM Data Center Storage for Machine Learning,Digest of Technical Papers Symposium on VLSI Technology,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,reliability_analysis:reliability,,
2-s2.0-85070988541,fabrication,2019,A deep learning model for identification of defect patterns in semiconductor wafer map,Asmc Advanced Semiconductor Manufacturing Conference Proceedings,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep learning,wafer_map_analysis:wafer map,,
2-s2.0-85071757335,fabrication,2019,Advanced process control using virtual metrology to cope with etcher condition change,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:virtual metrology,process_optimization:process control,,
2-s2.0-85072298167,fabrication,2019,Defect detection for the TSV transmission channel using machine learning approach,Proceedings Electronic Components and Technology Conference,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,defect_detection:defect detection,,
2-s2.0-85073161962,fabrication,2019,A wafer map yield prediction based on machine learning for productivity enhancement,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,yield_prediction:yield prediction; wafer_map_analysis:wafer map,,
2-s2.0-85074352385,design,2019,TCAD-Enabled machine learning defect prediction to accelerate advanced semiconductor device failure analysis,International Conference on Simulation of Semiconductor Processes and Devices SISPAD,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,fault_diagnosis:failure analysis,,
2-s2.0-85074724869,in_field,2019,A library based on deep neural networks for modeling the degradation of FinFET SRAM performance metrics due to aging,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep neural,reliability_analysis:aging,,
