doc_id,stage,year,title,source,classification,confidence,reasoning,method_tags,ai_methods,chip_tasks,hw_artifacts,ai_workloads
2-s2.0-84981744800,in_field,2017,Postsilicon Trace Signal Selection Using Machine Learning Techniques,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,verification:postsilicon,,
2-s2.0-84992738327,design,2017,A new CMOS pseudo approximation exponential function generator by modified particle swarm optimization algorithm,Integration the VLSI Journal,ai_for_chips,high,AI method applied to chip design task,evolutionary_optimization,evolutionary_optimization:particle swarm,reliability_analysis:seu,,
2-s2.0-85009912645,design,2017,Coordinate Rotation-Based Low Complexity K-Means Clustering Architecture,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:k-means,analog_circuit_design:ota,,
2-s2.0-85012931307,fabrication,2017,Machine learning-guided etch proximity correction,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,classical_ml; general_ml_signals,classical_ml:machine learning; general_ml_signals:learning-guided,lithography_optimization:etch proximity,,
2-s2.0-85018517806,fabrication,2017,A compact model of organic thin-film transistors for display device,Microelectronics Journal,ai_for_chips,high,AI method applied to chip design task,generative_adversarial,generative_adversarial:gan,calibration:compact model,,
2-s2.0-85028708415,in_field,2017,Layout-Based Test Coverage Verification for High-Reliability Devices,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,llm_foundation_models,llm_foundation_models:rag,verification:verification; reliability_analysis:reliability,,
2-s2.0-85029165793,in_field,2017,Reliability Characteristics and Mechanisms of HRL's T3 GaN Technology,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,generative_adversarial,generative_adversarial:gan,reliability_analysis:reliability,,
2-s2.0-85029185926,fabrication,2018,Litho-Aware Machine Learning for Hotspot Detection,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,hotspot_detection:hotspot detection,,
2-s2.0-85030781348,design,2018,A fast symbolic SNR computation method and its Verilog-A implementation for Sigma-Delta modulator design optimization,Integration the VLSI Journal,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:symbolic,logic_synthesis:verilog; design_space_exploration:design optimization,,
2-s2.0-85031787452,fabrication,2018,VAET-STT: Variation Aware STT-MRAM Analysis and Design Space Exploration Tool,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:vae,design_space_exploration:design space exploration,,
2-s2.0-85031819066,design,2018,Efficient analog circuits for boolean satisfiability,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:satisfiability,analog_circuit_design:analog circuit,,
2-s2.0-85037660584,design,2018,Efficient Yield Optimization for Analog and SRAM Circuits via Gaussian Process Regression and Adaptive Yield Estimation,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:gaussian process,yield_prediction:yield estimation,,
2-s2.0-85042485719,design,2018,Accelerated and Reliable Analog Circuits Yield Analysis Using SMT Solving Techniques,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:smt,analog_circuit_design:analog circuit; yield_prediction:yield analysis,,
2-s2.0-85042856888,fabrication,2018,An efficient false path-Aware heuristic critical path selection method with high coverage of the process variation space,ACM Transactions on Design Automation of Electronic Systems,ai_for_chips,high,AI method applied to chip design task,llm_foundation_models,llm_foundation_models:rag,process_optimization:process variation,,
2-s2.0-85046739514,in_field,2018,A generalized degradation model based on Gaussian process,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:gaussian process,reliability_analysis:degradation,,
2-s2.0-85048469457,design,2018,Electromigration-and Parasitic-Aware ILP-Based Analog Router,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:ilp,reliability_analysis:electromigration,,
2-s2.0-85050520003,fabrication,2018,Automated detection of counterfeit ICs using machine learning,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,security_analysis:counterfeit,,
2-s2.0-85054573704,design,2018,SLIM-ADC: Spin-based Logic-In-Memory Analog to Digital Converter leveraging SHE-enabled Domain Wall Motion devices,Microelectronics Journal,ai_for_chips,high,AI method applied to chip design task,llm_foundation_models,llm_foundation_models:rag,analog_circuit_design:adc; reliability_analysis:aging,,
2-s2.0-85054852893,in_field,2018,Manufacturing process-based storage degradation modelling and reliability assessment,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,llm_foundation_models,llm_foundation_models:rag,reliability_analysis:reliability,,
2-s2.0-85054870436,fabrication,2018,Gaussian process regression approach for robust design and yield enhancement of self-assembled nanostructures,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:gaussian process,yield_prediction:yield enhancement,,
2-s2.0-85045224294,fabrication,2019,Neural network classifier-based OPC with imbalanced training data,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,lithography_optimization:opc,,
2-s2.0-85046773941,fabrication,2019,Post-Silicon Receiver Equalization Metamodeling by Artificial Neural Networks,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,verification:post-silicon; calibration:equalization,,
2-s2.0-85048559039,design,2019,Verifying SystemC Using Intermediate Verification Language and Stateful Symbolic Simulation,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:symbolic,verification:verification,,
2-s2.0-85051368811,fabrication,2019,Defect Clustering-Aware Spare-TSV Allocation in 3-D ICs for Yield Enhancement,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:clustering,yield_prediction:yield enhancement,,
2-s2.0-85055701490,design,2019,Bug prediction of systemC models using machine learning,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,verification:bug prediction,,
2-s2.0-85055711331,design,2019,Cross-Layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,design_space_exploration:pareto,,
2-s2.0-85071757335,fabrication,2019,Advanced process control using virtual metrology to cope with etcher condition change,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:virtual metrology,process_optimization:process control,,
2-s2.0-85073161962,fabrication,2019,A wafer map yield prediction based on machine learning for productivity enhancement,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,yield_prediction:yield prediction; wafer_map_analysis:wafer map,,
2-s2.0-85074724869,in_field,2019,A library based on deep neural networks for modeling the degradation of FinFET SRAM performance metrics due to aging,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep neural,reliability_analysis:aging,,
2-s2.0-85075630795,in_field,2019,Hardware Trojan Detection Using Changepoint-Based Anomaly Detection Techniques,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,anomaly_detection,anomaly_detection:anomaly detection,security_analysis:hardware trojan,,
2-s2.0-85075712756,in_field,2019,Runtime stress estimation for three-dimensional IC reliability management using artificial neural network,ACM Transactions on Design Automation of Electronic Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,reliability_analysis:reliability,,
2-s2.0-85078697338,in_field,2019,Learning-based reliability assessment method for detection of permanent faults in clockless circuits,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,general_ml_signals,general_ml_signals:learning-based,reliability_analysis:reliability,,
2-s2.0-85057823920,design,2020,FUZYE: A Fuzzy c-Means Analog IC Yield Optimization Using Evolutionary-Based Algorithms,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,evolutionary_optimization,evolutionary_optimization:evolutionary,analog_circuit_design:analog ic; yield_prediction:yield optimization,,
2-s2.0-85065985735,design,2020,Eh?Predictor: A Deep Learning Framework to Identify Detailed Routing Short Violations from a Placed Netlist,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep learning,routing:routing,,
2-s2.0-85068115655,design,2020,NeuADC: Neural Network-Inspired Synthesizable Analog-to-Digital Conversion,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,analog_circuit_design:adc,,
2-s2.0-85068168481,fabrication,2020,High-Dimensional Uncertainty Quantification of Electronic and Photonic IC with Non-Gaussian Correlated Process Variations,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:uncertainty quantification,process_optimization:process variation,,
2-s2.0-85071862025,fabrication,2020,GAN-OPC: Mask Optimization with Lithography-Guided Generative Adversarial Nets,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,generative_adversarial,generative_adversarial:gan,lithography_optimization:lithography,,
2-s2.0-85072203115,fabrication,2020,Efficient Parametric Yield Estimation over Multiple Process Corners via Bayesian Inference Based on Bernoulli Distribution,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,yield_prediction:yield estimation,,
2-s2.0-85074564641,packaging,2020,Robust Identification of Thermal Models for In-Production High-Performance-Computing Clusters with Machine Learning-Based Data Selection,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml; general_ml_signals,classical_ml:machine learning; general_ml_signals:learning-based,thermal_management:thermal model,,
2-s2.0-85078696259,transit,2020,EMFORCED: EM-Based Fingerprinting Framework for Remarked and Cloned Counterfeit IC Detection Using Machine Learning Classification,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,security_analysis:counterfeit,,
2-s2.0-85083679944,design,2020,On the superiority of modularity-based clustering for determining placement-relevant clusters,Integration,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:clustering,placement:placement,,
2-s2.0-85084506572,design,2020,An efficient background calibration technique for analog-to-digital converters based on neural network,Integration,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,analog_circuit_design:analog-to-digital; calibration:calibration,,
2-s2.0-85084913727,in_field,2020,Measurement and Modeling of Ambient-Air-Induced Degradation in Organic Thin-Film Transistor,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,generative_adversarial,generative_adversarial:gan,reliability_analysis:degradation,,
2-s2.0-85090768182,fabrication,2020,A 3-D Rotation-Based Through-Silicon via Redundancy Architecture for Clustering Faults,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:clustering,analog_circuit_design:ota,,
2-s2.0-85091896302,design,2020,A second-order noise-shaping SAR ADC with error-feedback structure and data weighted averaging,Microelectronics Journal,ai_for_chips,high,AI method applied to chip design task,llm_foundation_models,llm_foundation_models:rag,analog_circuit_design:adc; reliability_analysis:aging,,
2-s2.0-85092736767,in_field,2020,Runtime Identification of Hardware Trojans by Feature Analysis on Gate-Level Unstructured Data and Anomaly Detection,ACM Transactions on Design Automation of Electronic Systems,ai_for_chips,high,AI method applied to chip design task,anomaly_detection,anomaly_detection:anomaly detection,security_analysis:hardware trojan,,
2-s2.0-85093664785,fabrication,2020,Bayesian Optimized Mixture Importance Sampling for High-Sigma Failure Rate Estimation,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,reliability_analysis:failure rate,,
2-s2.0-85093676898,design,2020,An Artificial Neural Network Assisted Optimization System for Analog Design Space Exploration,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,design_space_exploration:design space exploration; analog_circuit_design:analog design,,
2-s2.0-85093696119,fabrication,2020,Efficient Rare Failure Analysis over Multiple Corners via Correlated Bayesian Inference,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,fault_diagnosis:failure analysis,,
2-s2.0-85083700771,packaging,2021,A Table-Free Approximate Q-Learning-Based Thermal-Aware Adaptive Routing for Optical NoCs,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,general_ml_signals; reinforcement_learning,reinforcement_learning:q-learning; general_ml_signals:learning-based,routing:routing; thermal_management:thermal-aware,,
2-s2.0-85085756401,fabrication,2021,GAN-SRAF: Subresolution Assist Feature Generation Using Generative Adversarial Networks,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,generative_adversarial,generative_adversarial:gan,lithography_optimization:assist feature,,
2-s2.0-85087526836,design,2021,DREAMPlace: Deep Learning Toolkit-Enabled GPU Acceleration for Modern VLSI Placement,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep learning,placement:placement,,
2-s2.0-85096368396,design,2021,Deep Learning Analysis for Split-Manufactured Layouts with Routing Perturbation,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep learning,routing:routing,,
2-s2.0-85096385047,design,2021,Spr: Smt-based simultaneous place-and-route for standard cell synthesis of advanced nodes,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:smt,placement:place-and-route,,
2-s2.0-85097580921,design,2021,VLSI mask optimization: From shallow to deep learning,Integration,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep learning,lithography_optimization:mask optimization,,
2-s2.0-85097708435,fabrication,2021,Multicast-enabled network-on-chip routers leveraging partitioned allocation and switching,Integration,ai_for_chips,high,AI method applied to chip design task,llm_foundation_models,llm_foundation_models:rag,reliability_analysis:aging,,
2-s2.0-85099725792,fabrication,2021,Synthesis of Lithography Test Patterns Using Machine Learning Model,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,lithography_optimization:lithography; test_generation:test pattern,,
2-s2.0-85100816664,in_field,2021,Layout Feature Extraction Using CNN Classification in Root Cause Analysis of LSI Defects,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:cnn,fault_diagnosis:root cause,,
2-s2.0-85102692249,fabrication,2021,Machine Learning-Based Detection Method for Wafer Test Induced Defects,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,classical_ml; general_ml_signals,classical_ml:machine learning; general_ml_signals:learning-based,verification:wafer test,,
2-s2.0-85103135532,fabrication,2021,A new hardware Trojan detection technique using deep convolutional neural network,Integration,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,security_analysis:hardware trojan,,
2-s2.0-85103318135,design,2021,Modeling Multiple-Input Switching in Timing Analysis Using Machine Learning,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,timing_analysis:timing analysis,,
2-s2.0-85103787330,design,2021,Complementary-FET (CFET) Standard Cell Synthesis Framework for Design and System Technology Co-Optimization Using SMT,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:smt,design_space_exploration:co-optimization,,
2-s2.0-85104247820,fabrication,2021,CMP Process Optimization Engineering by Machine Learning,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,process_optimization:cmp,,
2-s2.0-85104615986,design,2021,Evaluating Neural Network-Inspired Analog-to-Digital Conversion with Low-Precision RRAM,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,analog_circuit_design:analog-to-digital,,
2-s2.0-85107793538,design,2021,A digital background calibration scheme for non-linearity of SAR ADC using back-propagation algorithm,Microelectronics Journal,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:back-propagation,analog_circuit_design:adc; calibration:calibration,,
2-s2.0-85111947681,design,2021,Machine Learning for Electronic Design Automation: A Survey,ACM Transactions on Design Automation of Electronic Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,logic_synthesis:design automation,,
2-s2.0-85112195978,fabrication,2021,Similarity Search on Wafer Bin Map Through Nonparametric and Hierarchical Clustering,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:clustering,wafer_map_analysis:wafer bin map,,
2-s2.0-85113510173,design,2021,Enhanced pin-access prediction and design optimization with machine learning integration,Microelectronics Journal,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,design_space_exploration:design optimization,,
2-s2.0-85114128159,design,2021,Deep learning aided efficient yield analysis for multi-objective analog integrated circuit synthesis,Integration,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep learning,analog_circuit_design:circuit synthesis; yield_prediction:yield analysis,,
2-s2.0-85115792532,design,2021,Analog Circuit Design Using Symbolic Math Toolboxes: Demonstrative Examples,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,high,AI method applied to chip design task,symbolic_reasoning,symbolic_reasoning:symbolic,analog_circuit_design:analog circuit,,
2-s2.0-85116721390,in_field,2021,Modeling of single/multiple-bit upset effects on logic circuits applying Recurrent Neural Network,Microelectronics Journal,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,logic_synthesis:logic circuit,,
2-s2.0-85117119902,fabrication,2021,Applying Data Augmentation and Mask R-CNN-Based Instance Segmentation Method for Mixed-Type Wafer Maps Defect Patterns Classification,IEEE Transactions on Semiconductor Manufacturing,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:cnn,wafer_map_analysis:wafer map,,
2-s2.0-85120894701,in_field,2021,Improving failure rates in pulsed SOT-MRAM switching by reinforcement learning,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,reinforcement_learning,reinforcement_learning:reinforcement learning,reliability_analysis:failure rate,,
2-s2.0-85120899307,in_field,2021,Recurrent neural networks model based reliability assessment of power semiconductors in PMSG converter,Microelectronics Reliability,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:neural network,reliability_analysis:reliability,,
2-s2.0-85100454020,design,2022,An Efficient Batch-Constrained Bayesian Optimization Approach for Analog Circuit Synthesis via Multiobjective Acquisition Ensemble,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,analog_circuit_design:analog circuit,,
2-s2.0-85100467883,design,2022,Robust Deep Learning for IC Test Problems,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:deep learning,verification:ic test,,
2-s2.0-85102635765,fabrication,2022,Fast and Efficient High-Sigma Yield Analysis and Optimization Using Kernel Density Estimation on a Bayesian Optimized Failure Rate Model,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,yield_prediction:yield analysis; reliability_analysis:failure rate,,
2-s2.0-85107230300,design,2022,An Efficient Analog Circuit Sizing Method Based on Machine Learning Assisted Global Optimization,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:machine learning,analog_circuit_design:analog circuit,,
2-s2.0-85113850825,design,2022,Deep H-GCN: Fast Analog IC Aging-Induced Degradation Estimation,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,graph_neural_networks,graph_neural_networks:gcn,analog_circuit_design:analog ic; reliability_analysis:aging,,
2-s2.0-85115727678,design,2022,High-Speed Adder Design Space Exploration via Graph Neural Processes,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,graph_neural_networks,graph_neural_networks:graph neural,design_space_exploration:design space exploration,,
2-s2.0-85117836648,design,2022,Automated Design of Analog Circuits Using Reinforcement Learning,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,reinforcement_learning,reinforcement_learning:reinforcement learning,analog_circuit_design:analog circuit,,
2-s2.0-85118238709,design,2022,LoCoMOBO: A Local Constrained Multiobjective Bayesian Optimization for Analog Circuit Sizing,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,bayesian_probabilistic,bayesian_probabilistic:bayesian,analog_circuit_design:analog circuit,,
2-s2.0-85119607701,design,2022,Asynchronous Reinforcement Learning Framework and Knowledge Transfer for Net-Order Exploration in Detailed Routing,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,reinforcement_learning,reinforcement_learning:reinforcement learning,routing:routing,,
2-s2.0-85120068512,in_field,2022,Improving Fault Tolerance for Reliable DNN Using Boundary-Aware Activation,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,deep_learning,deep_learning:dnn,reliability_analysis:fault tolerance,,
2-s2.0-85120584890,design,2022,GoodFloorplan: Graph Convolutional Network and Reinforcement Learning-Based Floorplanning,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,general_ml_signals; graph_neural_networks; reinforcement_learning,graph_neural_networks:graph convolution; reinforcement_learning:reinforcement learning; general_ml_signals:learning-based,placement:floorplanning,,
2-s2.0-85121767363,in_field,2022,On-Chip Optical Routing With Provably Good Algorithms for Path Clustering and Assignment,IEEE Transactions on Computer Aided Design of Integrated Circuits and Systems,ai_for_chips,high,AI method applied to chip design task,classical_ml,classical_ml:clustering,routing:routing,,
