doc_id,stage,year,title,source,classification,confidence,reasoning,method_tags,ai_methods,chip_tasks,hw_artifacts,ai_workloads
2-s2.0-85027947424,in_field,2015,A Low-Complexity Multiple Error Correcting Architecture Using Novel Cross Parity Codes over GF(2m),IEEE Transactions on Very Large Scale Integration VLSI Systems,unclassified,low,No ontology class pattern matched,,,,,
2-s2.0-85027922506,fabrication,2015,A Modular Shared L2 Memory Design for 3-D Integration,IEEE Transactions on Very Large Scale Integration VLSI Systems,unclassified,low,No ontology class pattern matched,,,,,
2-s2.0-84914819038,design,2015,A Redundancy-Based Calibration Technique for High-Speed Digital-to-Analog Converters,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,low,Chip design task without explicit AI method,,,calibration:calibration,,
2-s2.0-85027925903,in_field,2015,A Ring-Oscillator-Based Reliability Monitor for Isolated Measurement of NBTI and PBTI in High-k/Metal Gate Technology,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,low,Chip design task without explicit AI method,,,reliability_analysis:reliability,,
2-s2.0-85027938310,design,2015,A Semiblind Digital-Domain Calibration of Pipelined A/D Converters via Convex Optimization,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,low,Chip design task without explicit AI method,,,calibration:calibration,,
2-s2.0-84912137989,design,2015,A Wide-Range Low-Cost All-Digital Duty-Cycle Corrector,IEEE Transactions on Very Large Scale Integration VLSI Systems,unclassified,low,No ontology class pattern matched,,,,,
2-s2.0-85027926032,fabrication,2015,A fully on-chip PT-invariant transconductor,IEEE Transactions on Very Large Scale Integration VLSI Systems,unclassified,low,No ontology class pattern matched,,,,,
2-s2.0-85027951260,in_field,2015,A method for improving power grid resilience to electromigration-caused via failures,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,low,Chip design task without explicit AI method,,,power_analysis:power grid; hotspot_detection:via failure; reliability_analysis:electromigration,,
2-s2.0-85027928978,packaging,2015,A resistor-based sub-1-V CMOS smart temperature sensor for VLSI thermal management,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,low,Chip design task without explicit AI method,,,thermal_management:thermal management,,
2-s2.0-85027917154,in_field,2015,A scalable dependability scheme for routing fabric of SRAM-based reconfigurable devices,IEEE Transactions on Very Large Scale Integration VLSI Systems,ai_for_chips,low,Chip design task without explicit AI method,,,routing:routing,,
2-s2.0-85027942723,design,2015,A self-powered high-efficiency rectifier with automatic resetting of transducer capacitance in piezoelectric energy harvesting systems,IEEE Transactions on Very Large Scale Integration VLSI Systems,unclassified,low,No ontology class pattern matched,,,,,
2-s2.0-85027925682,design,2015,A voltage monitoring IC with HV multiplexer and HV transceiver for battery management systems,IEEE Transactions on Very Large Scale Integration VLSI Systems,unclassified,low,No ontology class pattern matched,,,,,
2-s2.0-85027933527,in_field,2015,Actively alleviate power gating-induced power/ground noise using parasitic capacitance of on-chip memories in MPSoC,IEEE Transactions on Very Large Scale Integration VLSI Systems,unclassified,low,No ontology class pattern matched,,,,,
